,ma_shap,group
con_L-ITG_R-PrCG_fa,0.0,brain
con_L-ITG_R-PCG_fa,0.0,brain
con_L-ICG_L-LOG_fa,0.0,brain
con_L-ICG_L-LG_fa,0.0,brain
con_L-ICG_L-STG_fa,0.0,brain
con_L-ICG_L-PoCG_fa,0.0,brain
con_L-ICG_L-SFG_fa,0.0,brain
con_L-ICG_L-RMFG_fa,0.0,brain
con_L-ICG_L-RACG_fa,0.0,brain
con_L-ICG_L-PCU_fa,0.0,brain
con_L-ICG_L-PrCG_fa,0.0,brain
con_L-ICG_L-PCG_fa,0.0,brain
con_L-ICG_L-PCAL_fa,0.0,brain
con_L-ICG_L-MOFG_fa,0.0,brain
con_L-ICG_L-PTR_fa,0.0,brain
con_L-ICG_L-POR_fa,0.0,brain
con_L-ICG_L-POP_fa,0.0,brain
con_L-ICG_L-PaCG_fa,0.0,brain
con_L-ICG_L-PHIG_fa,0.0,brain
con_L-ICG_L-MTG_fa,0.0,brain
con_L-ITG_R-PoCG_fa,0.0,brain
con_L-ITG_R-PCAL_fa,0.0,brain
con_L-ITG_R-PTR_fa,0.0,brain
con_L-ITG_R-TH_fa,0.0,brain
con_L-ITG_R-AC_fa,0.0,brain
con_L-ITG_R-AM_fa,0.0,brain
con_L-ITG_R-HI_fa,0.0,brain
con_L-ITG_R-PA_fa,0.0,brain
con_L-ITG_R-PU_fa,0.0,brain
con_L-ITG_R-CA_fa,0.0,brain
con_L-ITG_L-AC_fa,0.0,brain
con_L-ITG_R-POR_fa,0.0,brain
con_L-ITG_L-AM_fa,0.0,brain
con_L-ITG_L-HI_fa,0.0,brain
con_L-ITG_L-PA_fa,0.0,brain
con_L-ITG_L-PU_fa,0.0,brain
con_L-ITG_L-CA_fa,0.0,brain
con_L-ITG_L-TH_fa,0.0,brain
con_L-ITG_R-BSTS_fa,0.0,brain
con_L-ITG_R-CACG_fa,0.0,brain
con_L-ITG_R-CMFG_fa,0.0,brain
con_L-ITG_R-CU_fa,0.0,brain
con_L-ITG_R-EC_fa,0.0,brain
con_L-ITG_R-FG_fa,0.0,brain
con_L-ITG_R-IPG_fa,0.0,brain
con_L-ITG_R-ITG_fa,0.0,brain
con_L-ITG_R-ICG_fa,0.0,brain
con_L-ITG_R-LOG_fa,0.0,brain
con_L-ITG_R-LOFG_fa,0.0,brain
con_L-ITG_R-LG_fa,0.0,brain
con_L-ITG_R-MOFG_fa,0.0,brain
con_L-ITG_R-MTG_fa,0.0,brain
con_L-ITG_R-PHIG_fa,0.0,brain
con_L-ITG_R-PaCG_fa,0.0,brain
con_L-ITG_R-POP_fa,0.0,brain
con_L-ICG_L-SPG_fa,0.0,brain
con_L-ICG_L-SMG_fa,0.0,brain
con_L-LOG_L-STG_fa,0.0,brain
con_L-ICG_R-STG_fa,0.0,brain
con_L-ICG_R-CER_fa,0.0,brain
con_L-ICG_R-IN_fa,0.0,brain
con_L-ICG_R-TTG_fa,0.0,brain
con_L-ICG_R-TP_fa,0.0,brain
con_L-ICG_R-FP_fa,0.0,brain
con_L-ICG_R-SMG_fa,0.0,brain
con_L-ICG_R-SPG_fa,0.0,brain
con_L-LOG_L-LG_fa,0.0,brain
con_L-ICG_R-SFG_fa,0.0,brain
con_L-ICG_R-RMFG_fa,0.0,brain
con_L-ICG_R-RACG_fa,0.0,brain
con_L-ICG_R-PCU_fa,0.0,brain
con_L-ICG_R-PCG_fa,0.0,brain
con_L-ICG_R-PoCG_fa,0.0,brain
con_L-LOG_L-LOFG_fa,0.0,brain
con_L-LOG_L-MOFG_fa,0.0,brain
con_L-ICG_L-FP_fa,0.0,brain
con_L-LOG_L-PCG_fa,0.0,brain
con_L-LOG_L-SPG_fa,0.0,brain
con_L-LOG_L-SFG_fa,0.0,brain
con_L-LOG_L-RMFG_fa,0.0,brain
con_L-LOG_L-RACG_fa,0.0,brain
con_L-LOG_L-PCU_fa,0.0,brain
con_L-LOG_L-PrCG_fa,0.0,brain
con_L-LOG_L-PoCG_fa,0.0,brain
con_L-LOG_L-MTG_fa,0.0,brain
con_L-LOG_L-PCAL_fa,0.0,brain
con_L-LOG_L-PTR_fa,0.0,brain
con_L-LOG_L-POR_fa,0.0,brain
con_L-LOG_L-POP_fa,0.0,brain
con_L-LOG_L-PaCG_fa,0.0,brain
con_L-LOG_L-PHIG_fa,0.0,brain
con_L-ICG_R-PCAL_fa,0.0,brain
con_L-ICG_R-PTR_fa,0.0,brain
con_L-ICG_R-POR_fa,0.0,brain
con_L-ICG_L-HI_fa,0.0,brain
con_L-ICG_R-PA_fa,0.0,brain
con_L-ICG_R-PU_fa,0.0,brain
con_L-ICG_R-CA_fa,0.0,brain
con_L-ICG_R-TH_fa,0.0,brain
con_L-ICG_L-AC_fa,0.0,brain
con_L-ICG_L-AM_fa,0.0,brain
con_L-ICG_L-PA_fa,0.0,brain
con_L-ICG_R-POP_fa,0.0,brain
con_L-ICG_L-PU_fa,0.0,brain
con_L-ICG_L-CA_fa,0.0,brain
con_L-ICG_L-TH_fa,0.0,brain
con_L-ICG_L-CER_fa,0.0,brain
con_L-ICG_L-TTG_fa,0.0,brain
con_L-ICG_L-TP_fa,0.0,brain
con_L-ICG_R-AM_fa,0.0,brain
con_L-ICG_R-AC_fa,0.0,brain
con_L-ICG_R-BSTS_fa,0.0,brain
con_L-ICG_R-CACG_fa,0.0,brain
con_L-ICG_R-CMFG_fa,0.0,brain
con_L-ICG_R-CU_fa,0.0,brain
con_L-ICG_R-EC_fa,0.0,brain
con_L-ICG_R-FG_fa,0.0,brain
con_L-ICG_R-IPG_fa,0.0,brain
con_L-ICG_R-ICG_fa,0.0,brain
con_L-ICG_R-LOG_fa,0.0,brain
con_L-ICG_R-LOFG_fa,0.0,brain
con_L-ICG_R-LG_fa,0.0,brain
con_L-ICG_R-MOFG_fa,0.0,brain
con_L-ICG_R-MTG_fa,0.0,brain
con_L-ICG_R-PHIG_fa,0.0,brain
con_L-ICG_R-PaCG_fa,0.0,brain
con_L-LG_L-TP_fa,0.0,brain
con_L-LG_L-IN_fa,0.0,brain
con_L-ITG_L-TTG_fa,0.0,brain
con_L-PHIG_L-POP_fa,0.0,brain
con_L-PHIG_L-PrCG_fa,0.0,brain
con_L-PHIG_L-PCG_fa,0.0,brain
con_L-PHIG_L-PoCG_fa,0.0,brain
con_L-PHIG_L-PCAL_fa,0.0,brain
con_L-PHIG_L-PTR_fa,0.0,brain
con_L-PHIG_L-POR_fa,0.0,brain
con_L-PHIG_L-PaCG_fa,0.0,brain
con_L-PHIG_L-RACG_fa,0.0,brain
con_L-MTG_R-CER_fa,0.0,brain
con_L-MTG_R-IN_fa,0.0,brain
con_L-MTG_R-TTG_fa,0.0,brain
con_L-MTG_R-TP_fa,0.0,brain
con_L-MTG_R-FP_fa,0.0,brain
con_L-MTG_R-STG_fa,0.0,brain
con_L-PHIG_L-PCU_fa,0.0,brain
con_L-PHIG_L-RMFG_fa,0.0,brain
con_L-MTG_R-SFG_fa,0.0,brain
con_L-PHIG_L-CER_fa,0.0,brain
con_L-PHIG_L-AM_fa,0.0,brain
con_L-PHIG_L-HI_fa,0.0,brain
con_L-PHIG_L-PA_fa,0.0,brain
con_L-PHIG_L-PU_fa,0.0,brain
con_L-PHIG_L-CA_fa,0.0,brain
con_L-PHIG_L-TH_fa,0.0,brain
con_L-PHIG_L-IN_fa,0.0,brain
con_L-PHIG_L-SFG_fa,0.0,brain
con_L-PHIG_L-TTG_fa,0.0,brain
con_L-PHIG_L-TP_fa,0.0,brain
con_L-PHIG_L-FP_fa,0.0,brain
con_L-PHIG_L-SMG_fa,0.0,brain
con_L-PHIG_L-STG_fa,0.0,brain
con_L-PHIG_L-SPG_fa,0.0,brain
con_L-MTG_R-SPG_fa,0.0,brain
con_L-MTG_R-RMFG_fa,0.0,brain
con_L-LG_L-CER_fa,0.0,brain
con_L-MTG_R-AC_fa,0.0,brain
con_L-MTG_R-FG_fa,0.0,brain
con_L-MTG_R-EC_fa,0.0,brain
con_L-MTG_R-CU_fa,0.0,brain
con_L-MTG_R-CMFG_fa,0.0,brain
con_L-MTG_R-CACG_fa,0.0,brain
con_L-MTG_R-BSTS_fa,0.0,brain
con_L-MTG_R-HI_fa,0.0,brain
con_L-MTG_R-ITG_fa,0.0,brain
con_L-MTG_R-PA_fa,0.0,brain
con_L-MTG_R-PU_fa,0.0,brain
con_L-MTG_R-CA_fa,0.0,brain
con_L-MTG_R-TH_fa,0.0,brain
con_L-MTG_L-AC_fa,0.0,brain
con_L-MTG_L-AM_fa,0.0,brain
con_L-MTG_R-IPG_fa,0.0,brain
con_L-MTG_R-ICG_fa,0.0,brain
con_L-MTG_R-RACG_fa,0.0,brain
con_L-MTG_R-POR_fa,0.0,brain
con_L-MTG_R-PCU_fa,0.0,brain
con_L-MTG_R-PrCG_fa,0.0,brain
con_L-MTG_R-PCG_fa,0.0,brain
con_L-MTG_R-PoCG_fa,0.0,brain
con_L-MTG_R-PCAL_fa,0.0,brain
con_L-MTG_R-PTR_fa,0.0,brain
con_L-MTG_R-POP_fa,0.0,brain
con_L-MTG_R-LOG_fa,0.0,brain
con_L-MTG_R-PaCG_fa,0.0,brain
con_L-MTG_R-PHIG_fa,0.0,brain
con_L-MTG_R-MTG_fa,0.0,brain
con_L-MTG_R-MOFG_fa,0.0,brain
con_L-MTG_R-LG_fa,0.0,brain
con_L-MTG_R-LOFG_fa,0.0,brain
con_L-PHIG_L-AC_fa,0.0,brain
con_L-PHIG_R-TH_fa,0.0,brain
con_L-PHIG_R-CA_fa,0.0,brain
con_L-PaCG_L-PoCG_fa,0.0,brain
con_L-PaCG_L-SPG_fa,0.0,brain
con_L-PaCG_L-SFG_fa,0.0,brain
con_L-PaCG_L-RMFG_fa,0.0,brain
con_L-PaCG_L-PCU_fa,0.0,brain
con_L-PaCG_L-PrCG_fa,0.0,brain
con_L-PaCG_L-PCG_fa,0.0,brain
con_L-PaCG_L-PCAL_fa,0.0,brain
con_L-PaCG_L-SMG_fa,0.0,brain
con_L-PaCG_L-PTR_fa,0.0,brain
con_L-PaCG_L-POR_fa,0.0,brain
con_L-PaCG_L-POP_fa,0.0,brain
con_L-PHIG_R-IN_fa,0.0,brain
con_L-PHIG_R-TTG_fa,0.0,brain
con_L-PHIG_R-TP_fa,0.0,brain
con_L-PaCG_L-STG_fa,0.0,brain
con_L-PaCG_L-FP_fa,0.0,brain
con_L-PHIG_R-PU_fa,0.0,brain
con_L-PaCG_L-HI_fa,0.0,brain
con_L-PaCG_R-PA_fa,0.0,brain
con_L-PaCG_R-PU_fa,0.0,brain
con_L-PaCG_R-CA_fa,0.0,brain
con_L-PaCG_R-TH_fa,0.0,brain
con_L-PaCG_L-AC_fa,0.0,brain
con_L-PaCG_L-AM_fa,0.0,brain
con_L-PaCG_L-PA_fa,0.0,brain
con_L-PaCG_L-TP_fa,0.0,brain
con_L-PaCG_L-PU_fa,0.0,brain
con_L-PaCG_L-CA_fa,0.0,brain
con_L-PaCG_L-TH_fa,0.0,brain
con_L-PaCG_L-CER_fa,0.0,brain
con_L-PaCG_L-IN_fa,0.0,brain
con_L-PaCG_L-TTG_fa,0.0,brain
con_L-PHIG_R-FP_fa,0.0,brain
con_L-PHIG_R-SMG_fa,0.0,brain
con_L-PHIG_R-STG_fa,0.0,brain
con_L-PHIG_R-CU_fa,0.0,brain
con_L-PHIG_R-LOG_fa,0.0,brain
con_L-PHIG_R-ICG_fa,0.0,brain
con_L-PHIG_R-ITG_fa,0.0,brain
con_L-PHIG_R-IPG_fa,0.0,brain
con_L-PHIG_R-FG_fa,0.0,brain
con_L-PHIG_R-EC_fa,0.0,brain
con_L-PHIG_R-CMFG_fa,0.0,brain
con_L-PHIG_R-SPG_fa,0.0,brain
con_L-PHIG_R-CACG_fa,0.0,brain
con_L-PHIG_R-BSTS_fa,0.0,brain
con_L-PHIG_R-AC_fa,0.0,brain
con_L-PHIG_R-AM_fa,0.0,brain
con_L-PHIG_R-HI_fa,0.0,brain
con_L-PHIG_R-PA_fa,0.0,brain
con_L-PHIG_R-LOFG_fa,0.0,brain
con_L-PHIG_R-LG_fa,0.0,brain
con_L-PHIG_R-MOFG_fa,0.0,brain
con_L-PHIG_R-MTG_fa,0.0,brain
con_L-PHIG_R-PHIG_fa,0.0,brain
con_L-PHIG_R-PaCG_fa,0.0,brain
con_L-PHIG_R-POP_fa,0.0,brain
con_L-PHIG_R-POR_fa,0.0,brain
con_L-PHIG_R-PTR_fa,0.0,brain
con_L-PHIG_R-PCAL_fa,0.0,brain
con_L-PHIG_R-PoCG_fa,0.0,brain
con_L-PHIG_R-PCG_fa,0.0,brain
con_L-PHIG_R-PrCG_fa,0.0,brain
con_L-PHIG_R-PCU_fa,0.0,brain
con_L-PHIG_R-RACG_fa,0.0,brain
con_L-PHIG_R-RMFG_fa,0.0,brain
con_L-PHIG_R-SFG_fa,0.0,brain
con_L-MTG_L-HI_fa,0.0,brain
con_L-MTG_L-PA_fa,0.0,brain
con_L-MTG_L-PU_fa,0.0,brain
con_L-LG_R-SMG_fa,0.0,brain
con_L-MOFG_L-MTG_fa,0.0,brain
con_L-LG_R-CER_fa,0.0,brain
con_L-LG_R-IN_fa,0.0,brain
con_L-LG_R-TTG_fa,0.0,brain
con_L-LG_R-TP_fa,0.0,brain
con_L-LG_R-FP_fa,0.0,brain
con_L-LG_R-STG_fa,0.0,brain
con_L-MOFG_L-PaCG_fa,0.0,brain
con_L-LG_R-SPG_fa,0.0,brain
con_L-LG_R-SFG_fa,0.0,brain
con_L-LG_R-RMFG_fa,0.0,brain
con_L-LG_R-RACG_fa,0.0,brain
con_L-LG_R-PCU_fa,0.0,brain
con_L-LG_R-PrCG_fa,0.0,brain
con_L-MOFG_L-PHIG_fa,0.0,brain
con_L-MOFG_L-POP_fa,0.0,brain
con_L-MOFG_L-CER_fa,0.0,brain
con_L-MOFG_L-SFG_fa,0.0,brain
con_L-MOFG_L-TTG_fa,0.0,brain
con_L-MOFG_L-TP_fa,0.0,brain
con_L-MOFG_L-FP_fa,0.0,brain
con_L-MOFG_L-SMG_fa,0.0,brain
con_L-MOFG_L-STG_fa,0.0,brain
con_L-MOFG_L-SPG_fa,0.0,brain
con_L-MOFG_L-RMFG_fa,0.0,brain
con_L-MOFG_L-PTR_fa,0.0,brain
con_L-MOFG_L-RACG_fa,0.0,brain
con_L-MOFG_L-PCU_fa,0.0,brain
con_L-MOFG_L-PrCG_fa,0.0,brain
con_L-MOFG_L-PCG_fa,0.0,brain
con_L-MOFG_L-PoCG_fa,0.0,brain
con_L-MOFG_L-PCAL_fa,0.0,brain
con_L-LG_R-PCG_fa,0.0,brain
con_L-LG_R-PoCG_fa,0.0,brain
con_L-LG_R-PCAL_fa,0.0,brain
con_L-LG_R-TH_fa,0.0,brain
con_L-LG_R-AC_fa,0.0,brain
con_L-LG_R-AM_fa,0.0,brain
con_L-LG_R-HI_fa,0.0,brain
con_L-LG_R-PA_fa,0.0,brain
con_L-LG_R-PU_fa,0.0,brain
con_L-LG_R-CA_fa,0.0,brain
con_L-LG_L-AC_fa,0.0,brain
con_L-LG_R-PTR_fa,0.0,brain
con_L-LG_L-AM_fa,0.0,brain
con_L-LG_L-HI_fa,0.0,brain
con_L-LG_L-PA_fa,0.0,brain
con_L-LG_L-PU_fa,0.0,brain
con_L-LG_L-CA_fa,0.0,brain
con_L-LG_L-TH_fa,0.0,brain
con_L-LG_R-BSTS_fa,0.0,brain
con_L-LG_R-CACG_fa,0.0,brain
con_L-LG_R-CMFG_fa,0.0,brain
con_L-LG_R-CU_fa,0.0,brain
con_L-LG_R-EC_fa,0.0,brain
con_L-LG_R-FG_fa,0.0,brain
con_L-LG_R-ITG_fa,0.0,brain
con_L-LG_R-ICG_fa,0.0,brain
con_L-LG_R-LOG_fa,0.0,brain
con_L-LG_R-LOFG_fa,0.0,brain
con_L-LG_R-LG_fa,0.0,brain
con_L-LG_R-MOFG_fa,0.0,brain
con_L-LG_R-MTG_fa,0.0,brain
con_L-LG_R-PHIG_fa,0.0,brain
con_L-LG_R-PaCG_fa,0.0,brain
con_L-LG_R-POP_fa,0.0,brain
con_L-LG_R-POR_fa,0.0,brain
con_L-MOFG_L-IN_fa,0.0,brain
con_L-MOFG_L-TH_fa,0.0,brain
con_L-MTG_L-CA_fa,0.0,brain
con_L-MOFG_R-FP_fa,0.0,brain
con_L-MTG_L-PaCG_fa,0.0,brain
con_L-MTG_L-PHIG_fa,0.0,brain
con_L-MOFG_R-CER_fa,0.0,brain
con_L-MOFG_R-IN_fa,0.0,brain
con_L-MOFG_R-TTG_fa,0.0,brain
con_L-MOFG_R-TP_fa,0.0,brain
con_L-MOFG_R-SMG_fa,0.0,brain
con_L-MTG_L-PTR_fa,0.0,brain
con_L-MOFG_R-STG_fa,0.0,brain
con_L-MOFG_R-SPG_fa,0.0,brain
con_L-MOFG_R-SFG_fa,0.0,brain
con_L-MOFG_R-RMFG_fa,0.0,brain
con_L-MOFG_R-RACG_fa,0.0,brain
con_L-MOFG_R-PCU_fa,0.0,brain
con_L-MTG_L-POP_fa,0.0,brain
con_L-MTG_L-PCAL_fa,0.0,brain
con_L-MOFG_L-CA_fa,0.0,brain
con_L-MTG_L-STG_fa,0.0,brain
con_L-MTG_L-TH_fa,0.0,brain
con_L-MTG_L-CER_fa,0.0,brain
con_L-MTG_L-IN_fa,0.0,brain
con_L-MTG_L-TP_fa,0.0,brain
con_L-MTG_L-FP_fa,0.0,brain
con_L-MTG_L-SMG_fa,0.0,brain
con_L-MTG_L-SPG_fa,0.0,brain
con_L-MTG_L-PoCG_fa,0.0,brain
con_L-MTG_L-SFG_fa,0.0,brain
con_L-MTG_L-RMFG_fa,0.0,brain
con_L-MTG_L-RACG_fa,0.0,brain
con_L-MTG_L-PCU_fa,0.0,brain
con_L-MTG_L-PrCG_fa,0.0,brain
con_L-MTG_L-PCG_fa,0.0,brain
con_L-MOFG_R-PrCG_fa,0.0,brain
con_L-MOFG_R-PCG_fa,0.0,brain
con_L-MOFG_R-PoCG_fa,0.0,brain
con_L-MOFG_R-PU_fa,0.0,brain
con_L-MOFG_R-CACG_fa,0.0,brain
con_L-MOFG_R-BSTS_fa,0.0,brain
con_L-MOFG_R-AC_fa,0.0,brain
con_L-MOFG_R-AM_fa,0.0,brain
con_L-MOFG_R-HI_fa,0.0,brain
con_L-MOFG_R-PA_fa,0.0,brain
con_L-MOFG_R-CA_fa,0.0,brain
con_L-MOFG_R-PCAL_fa,0.0,brain
con_L-MOFG_R-TH_fa,0.0,brain
con_L-MOFG_L-AC_fa,0.0,brain
con_L-MOFG_L-AM_fa,0.0,brain
con_L-MOFG_L-HI_fa,0.0,brain
con_L-MOFG_L-PA_fa,0.0,brain
con_L-MOFG_L-PU_fa,0.0,brain
con_L-MOFG_R-CMFG_fa,0.0,brain
con_L-MOFG_R-CU_fa,0.0,brain
con_L-MOFG_R-EC_fa,0.0,brain
con_L-MOFG_R-FG_fa,0.0,brain
con_L-MOFG_R-IPG_fa,0.0,brain
con_L-MOFG_R-ITG_fa,0.0,brain
con_L-MOFG_R-ICG_fa,0.0,brain
con_L-MOFG_R-LOG_fa,0.0,brain
con_L-MOFG_R-LOFG_fa,0.0,brain
con_L-MOFG_R-LG_fa,0.0,brain
con_L-MOFG_R-MOFG_fa,0.0,brain
con_L-MOFG_R-MTG_fa,0.0,brain
con_L-MOFG_R-PHIG_fa,0.0,brain
con_L-MOFG_R-PaCG_fa,0.0,brain
con_L-MOFG_R-POP_fa,0.0,brain
con_L-MOFG_R-POR_fa,0.0,brain
con_L-MOFG_R-PTR_fa,0.0,brain
con_L-ITG_L-CER_fa,0.0,brain
con_L-ITG_L-TP_fa,0.0,brain
con_L-PaCG_R-AM_fa,0.0,brain
con_L-CMFG_L-TTG_fa,0.0,brain
con_L-CMFG_L-PA_fa,0.0,brain
con_L-CMFG_L-PU_fa,0.0,brain
con_L-CMFG_L-CA_fa,0.0,brain
con_L-CMFG_L-TH_fa,0.0,brain
con_L-CMFG_L-CER_fa,0.0,brain
con_L-CMFG_L-IN_fa,0.0,brain
con_L-CMFG_L-TP_fa,0.0,brain
con_L-CMFG_L-AM_fa,0.0,brain
con_L-CMFG_L-FP_fa,0.0,brain
con_L-CMFG_L-SMG_fa,0.0,brain
con_L-CMFG_L-SPG_fa,0.0,brain
con_L-CMFG_L-SFG_fa,0.0,brain
con_L-CMFG_L-RMFG_fa,0.0,brain
con_L-CMFG_L-RACG_fa,0.0,brain
con_L-CMFG_L-HI_fa,0.0,brain
con_L-CMFG_L-AC_fa,0.0,brain
con_L-CMFG_L-PrCG_fa,0.0,brain
con_L-CMFG_R-CACG_fa,0.0,brain
con_L-CMFG_R-ITG_fa,0.0,brain
con_L-CMFG_R-IPG_fa,0.0,brain
con_L-CMFG_R-FG_fa,0.0,brain
con_L-CMFG_R-EC_fa,0.0,brain
con_L-CMFG_R-CU_fa,0.0,brain
con_L-CMFG_R-CMFG_fa,0.0,brain
con_L-CMFG_R-BSTS_fa,0.0,brain
con_L-CMFG_R-TH_fa,0.0,brain
con_L-CMFG_R-AC_fa,0.0,brain
con_L-CMFG_R-AM_fa,0.0,brain
con_L-CMFG_R-HI_fa,0.0,brain
con_L-CMFG_R-PA_fa,0.0,brain
con_L-CMFG_R-PU_fa,0.0,brain
con_L-CMFG_R-CA_fa,0.0,brain
con_L-CMFG_L-PCU_fa,0.0,brain
con_L-CMFG_L-PCG_fa,0.0,brain
con_L-CU_R-CACG_fa,0.0,brain
con_L-CACG_R-SPG_fa,0.0,brain
con_L-CACG_R-IN_fa,0.0,brain
con_L-CACG_R-TTG_fa,0.0,brain
con_L-CACG_R-TP_fa,0.0,brain
con_L-CACG_R-FP_fa,0.0,brain
con_L-CACG_R-SMG_fa,0.0,brain
con_L-CACG_R-STG_fa,0.0,brain
con_L-CACG_R-SFG_fa,0.0,brain
con_L-CMFG_L-CU_fa,0.0,brain
con_L-CACG_R-RMFG_fa,0.0,brain
con_L-CACG_R-RACG_fa,0.0,brain
con_L-CACG_R-PCU_fa,0.0,brain
con_L-CACG_R-PrCG_fa,0.0,brain
con_L-CACG_R-PCG_fa,0.0,brain
con_L-CACG_R-PoCG_fa,0.0,brain
con_L-CACG_R-CER_fa,0.0,brain
con_L-CMFG_L-EC_fa,0.0,brain
con_L-CMFG_L-PoCG_fa,0.0,brain
con_L-CMFG_L-MTG_fa,0.0,brain
con_L-CMFG_L-PCAL_fa,0.0,brain
con_L-CMFG_L-PTR_fa,0.0,brain
con_L-CMFG_L-POR_fa,0.0,brain
con_L-CMFG_L-POP_fa,0.0,brain
con_L-CMFG_L-PaCG_fa,0.0,brain
con_L-CMFG_L-PHIG_fa,0.0,brain
con_L-CMFG_L-MOFG_fa,0.0,brain
con_L-CMFG_L-FG_fa,0.0,brain
con_L-CMFG_L-LG_fa,0.0,brain
con_L-CMFG_L-LOFG_fa,0.0,brain
con_L-CMFG_L-LOG_fa,0.0,brain
con_L-CMFG_L-ICG_fa,0.0,brain
con_L-CMFG_L-ITG_fa,0.0,brain
con_L-CMFG_L-IPG_fa,0.0,brain
con_L-CMFG_R-ICG_fa,0.0,brain
con_L-CMFG_R-LOG_fa,0.0,brain
con_L-CMFG_R-LOFG_fa,0.0,brain
con_L-CU_L-RACG_fa,0.0,brain
con_L-CU_L-FP_fa,0.0,brain
con_L-CU_L-SMG_fa,0.0,brain
con_L-CU_L-STG_fa,0.0,brain
con_L-CU_L-SPG_fa,0.0,brain
con_L-CU_L-SFG_fa,0.0,brain
con_L-CU_L-RMFG_fa,0.0,brain
con_L-CU_L-PrCG_fa,0.0,brain
con_L-CU_L-TTG_fa,0.0,brain
con_L-CU_L-PCG_fa,0.0,brain
con_L-CU_L-PoCG_fa,0.0,brain
con_L-CU_L-PCAL_fa,0.0,brain
con_L-CU_L-PTR_fa,0.0,brain
con_L-CU_L-POR_fa,0.0,brain
con_L-CU_L-POP_fa,0.0,brain
con_L-CU_L-TP_fa,0.0,brain
con_L-CU_L-IN_fa,0.0,brain
con_L-CMFG_R-LG_fa,0.0,brain
con_L-CU_R-TH_fa,0.0,brain
con_L-CU_R-AC_fa,0.0,brain
con_L-CU_R-AM_fa,0.0,brain
con_L-CU_R-HI_fa,0.0,brain
con_L-CU_R-PA_fa,0.0,brain
con_L-CU_R-PU_fa,0.0,brain
con_L-CU_R-CA_fa,0.0,brain
con_L-CU_L-AC_fa,0.0,brain
con_L-CU_L-CER_fa,0.0,brain
con_L-CU_L-AM_fa,0.0,brain
con_L-CU_L-HI_fa,0.0,brain
con_L-CU_L-PA_fa,0.0,brain
con_L-CU_L-PU_fa,0.0,brain
con_L-CU_L-CA_fa,0.0,brain
con_L-CU_L-TH_fa,0.0,brain
con_L-CU_L-PaCG_fa,0.0,brain
con_L-CU_L-PHIG_fa,0.0,brain
con_L-CU_L-MTG_fa,0.0,brain
con_L-CMFG_R-PCAL_fa,0.0,brain
con_L-CMFG_R-RMFG_fa,0.0,brain
con_L-CMFG_R-RACG_fa,0.0,brain
con_L-CMFG_R-PCU_fa,0.0,brain
con_L-CMFG_R-PrCG_fa,0.0,brain
con_L-CMFG_R-PCG_fa,0.0,brain
con_L-CMFG_R-PoCG_fa,0.0,brain
con_L-CMFG_R-PTR_fa,0.0,brain
con_L-CU_L-MOFG_fa,0.0,brain
con_L-CMFG_R-POR_fa,0.0,brain
con_L-CMFG_R-POP_fa,0.0,brain
con_L-CMFG_R-PaCG_fa,0.0,brain
con_L-CMFG_R-PHIG_fa,0.0,brain
con_L-CMFG_R-MTG_fa,0.0,brain
con_L-CMFG_R-MOFG_fa,0.0,brain
con_L-CMFG_R-SFG_fa,0.0,brain
con_L-CMFG_R-SPG_fa,0.0,brain
con_L-CMFG_R-STG_fa,0.0,brain
con_L-CMFG_R-SMG_fa,0.0,brain
con_L-CMFG_R-FP_fa,0.0,brain
con_L-CMFG_R-TP_fa,0.0,brain
con_L-CMFG_R-TTG_fa,0.0,brain
con_L-CMFG_R-IN_fa,0.0,brain
con_L-CMFG_R-CER_fa,0.0,brain
con_L-CU_L-EC_fa,0.0,brain
con_L-CU_L-FG_fa,0.0,brain
con_L-CU_L-IPG_fa,0.0,brain
con_L-CU_L-ITG_fa,0.0,brain
con_L-CU_L-ICG_fa,0.0,brain
con_L-CU_L-LOG_fa,0.0,brain
con_L-CU_L-LOFG_fa,0.0,brain
con_L-CU_L-LG_fa,0.0,brain
con_L-CACG_R-PCAL_fa,0.0,brain
con_L-CACG_R-PTR_fa,0.0,brain
con_L-CACG_R-POR_fa,0.0,brain
con_L-BSTS_R-BSTS_fa,0.0,brain
con_L-BSTS_R-IPG_fa,0.0,brain
con_L-BSTS_R-FG_fa,0.0,brain
con_L-BSTS_R-EC_fa,0.0,brain
con_L-BSTS_R-CU_fa,0.0,brain
con_L-BSTS_R-CMFG_fa,0.0,brain
con_L-BSTS_R-CACG_fa,0.0,brain
con_L-BSTS_R-AC_fa,0.0,brain
con_L-BSTS_R-LOG_fa,0.0,brain
con_L-BSTS_R-AM_fa,0.0,brain
con_L-BSTS_R-HI_fa,0.0,brain
con_L-BSTS_R-PA_fa,0.0,brain
con_L-BSTS_R-PU_fa,0.0,brain
con_L-BSTS_R-CA_fa,0.0,brain
con_L-BSTS_R-TH_fa,0.0,brain
con_L-BSTS_R-ITG_fa,0.0,brain
con_L-BSTS_R-LOFG_fa,0.0,brain
con_L-BSTS_R-STG_fa,0.0,brain
con_L-BSTS_R-PCAL_fa,0.0,brain
con_L-BSTS_R-SFG_fa,0.0,brain
con_L-BSTS_R-RMFG_fa,0.0,brain
con_L-BSTS_R-RACG_fa,0.0,brain
con_L-BSTS_R-PCU_fa,0.0,brain
con_L-BSTS_R-PrCG_fa,0.0,brain
